year,director_facebook_likes,genres.name,no_of_nominations,movie_facebook_likes,movies.name,budget,imdb_rating,name,race,religion,country,sexual_orientation,metacritic_rating,actor_facebook_likes,category
2002,845,Drama,2,0,Training Day,45000000,8,Denzel Washington,Black,Protestant,USA,Straight,70.0,18000,Best Actor
2002,845,Thriller,2,0,Training Day,45000000,8,Denzel Washington,Black,Protestant,USA,Straight,70.0,18000,Best Actor
2002,845,Thriller,2,0,Training Day,45000000,8,Denzel Washington,Black,Protestant,USA,Straight,70.0,18000,Best Actor
1994,99,Action,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Action,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Adventure,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Adventure,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Crime,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Crime,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Drama,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Drama,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Mystery,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Mystery,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Thriller,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
1994,99,Thriller,,0,The Fugitive,44000000,8,Tommy Lee Jones,White,Na,USA,Straight,,11000,Best Supporting Actor
2005,138,Biography,6,0,Ray,40000000,8,Jamie Foxx,Black,Baptist,USA,Straight,73.0,904,Best Actor
2005,138,Biography,6,0,Ray,40000000,8,Jamie Foxx,Black,Baptist,USA,Straight,73.0,904,Best Actor
2005,138,Drama,6,0,Ray,40000000,8,Jamie Foxx,Black,Baptist,USA,Straight,73.0,904,Best Actor
2005,138,Drama,6,0,Ray,40000000,8,Jamie Foxx,Black,Baptist,USA,Straight,73.0,904,Best Actor
2005,138,Music,6,0,Ray,40000000,8,Jamie Foxx,Black,Baptist,USA,Straight,73.0,904,Best Actor
2005,138,Music,6,0,Ray,40000000,8,Jamie Foxx,Black,Baptist,USA,Straight,73.0,904,Best Actor
1982,0,Animation,,301,Arthur,0,7,John Gielgud,White,Na,Canada,Gay,,51,Best Supporting Actor
1982,0,Animation,,301,Arthur,0,7,John Gielgud,White,Na,Canada,Gay,,51,Best Supporting Actor
1982,0,Comedy,,301,Arthur,0,7,John Gielgud,White,Na,Canada,Gay,,51,Best Supporting Actor
1982,0,Comedy,,301,Arthur,0,7,John Gielgud,White,Na,Canada,Gay,,51,Best Supporting Actor
1982,0,Family,,301,Arthur,0,7,John Gielgud,White,Na,Canada,Gay,,51,Best Supporting Actor
1982,0,Family,,301,Arthur,0,7,John Gielgud,White,Na,Canada,Gay,,51,Best Supporting Actor
1934,50,Comedy,0,0,Morning Glory,40000000,7,Katharine Hepburn,White,Atheist,USA,Bisexual,0.0,293,Best Actress
1934,50,Comedy,0,0,Morning Glory,40000000,7,Katharine Hepburn,White,Atheist,USA,Bisexual,0.0,293,Best Actress
1934,50,Drama,0,0,Morning Glory,40000000,7,Katharine Hepburn,White,Atheist,USA,Bisexual,0.0,293,Best Actress
1934,50,Drama,0,0,Morning Glory,40000000,7,Katharine Hepburn,White,Atheist,USA,Bisexual,0.0,293,Best Actress
1934,50,Romance,0,0,Morning Glory,40000000,7,Katharine Hepburn,White,Atheist,USA,Bisexual,0.0,293,Best Actress
1934,50,Romance,0,0,Morning Glory,40000000,7,Katharine Hepburn,White,Atheist,USA,Bisexual,0.0,293,Best Actress
2010,304,Drama,,12000,Precious,10000000,7,Mo'Nique,Black,Na,USA,Straight,,940,Best Supporting Actress
2010,304,Drama,,12000,Precious,10000000,7,Mo'Nique,Black,Na,USA,Straight,,940,Best Supporting Actress
2010,304,Drama,,12000,Precious,10000000,7,Mo'Nique,Black,Na,USA,Straight,,940,Best Supporting Actress
2010,304,Drama,,12000,Precious,10000000,7,Mo'Nique,Black,Na,USA,Straight,,940,Best Supporting Actress
2010,304,Drama,,12000,Precious,10000000,7,Mo'Nique,Black,Na,USA,Straight,,939,Best Supporting Actress
2010,304,Drama,,12000,Precious,10000000,7,Mo'Nique,Black,Na,USA,Straight,,939,Best Supporting Actress
2010,304,Drama,,12000,Precious,10000000,7,Mo'Nique,Black,Na,USA,Straight,,939,Best Supporting Actress
2010,304,Drama,,12000,Precious,10000000,7,Mo'Nique,Black,Na,USA,Straight,,939,Best Supporting Actress
2010,102,Biography,2,38000,The Blind Side,29000000,8,Sandra Bullock,White,Na,USA,Straight,53.0,768,Best Actress
2010,102,Biography,2,38000,The Blind Side,29000000,8,Sandra Bullock,White,Na,USA,Straight,53.0,768,Best Actress
2010,102,Drama,2,38000,The Blind Side,29000000,8,Sandra Bullock,White,Na,USA,Straight,53.0,768,Best Actress
2010,102,Drama,2,38000,The Blind Side,29000000,8,Sandra Bullock,White,Na,USA,Straight,53.0,768,Best Actress
2010,102,Sport,2,38000,The Blind Side,29000000,8,Sandra Bullock,White,Na,USA,Straight,53.0,768,Best Actress
2010,102,Sport,2,38000,The Blind Side,29000000,8,Sandra Bullock,White,Na,USA,Straight,53.0,768,Best Actress
1970,1000,Adventure,2,36000,True Grit,38000000,8,John Wayne,White,Roman Catholic,USA,Straight,80.0,13000,Best Actor
1970,1000,Adventure,2,36000,True Grit,38000000,8,John Wayne,White,Roman Catholic,USA,Straight,80.0,13000,Best Actor
1970,1000,Drama,2,36000,True Grit,38000000,8,John Wayne,White,Roman Catholic,USA,Straight,80.0,13000,Best Actor
1970,1000,Drama,2,36000,True Grit,38000000,8,John Wayne,White,Roman Catholic,USA,Straight,80.0,13000,Best Actor
1970,1000,Western,2,36000,True Grit,38000000,8,John Wayne,White,Roman Catholic,USA,Straight,80.0,13000,Best Actor
1970,1000,Western,2,36000,True Grit,38000000,8,John Wayne,White,Roman Catholic,USA,Straight,80.0,13000,Best Actor
1997,333,Drama,12,0,The English Patient,27000000,7,Anthony Minghella,White,Na,USA,Straight,87.0,14000,Best Director
1997,333,Drama,12,0,The English Patient,27000000,7,Juliette Binoche,White,Na,USA,Straight,87.0,14000,Best Supporting Actress
1997,333,Drama,12,0,The English Patient,27000000,7,Anthony Minghella,White,Na,USA,Straight,87.0,14000,Best Director
1997,333,Drama,12,0,The English Patient,27000000,7,Juliette Binoche,White,Na,USA,Straight,87.0,14000,Best Supporting Actress
1997,333,Romance,12,0,The English Patient,27000000,7,Anthony Minghella,White,Na,USA,Straight,87.0,14000,Best Director
1997,333,Romance,12,0,The English Patient,27000000,7,Juliette Binoche,White,Na,USA,Straight,87.0,14000,Best Supporting Actress
1997,333,Romance,12,0,The English Patient,27000000,7,Anthony Minghella,White,Na,USA,Straight,87.0,14000,Best Director
1997,333,Romance,12,0,The English Patient,27000000,7,Juliette Binoche,White,Na,USA,Straight,87.0,14000,Best Supporting Actress
1997,333,War,12,0,The English Patient,27000000,7,Anthony Minghella,White,Na,USA,Straight,87.0,14000,Best Director
1997,333,War,12,0,The English Patient,27000000,7,Juliette Binoche,White,Na,USA,Straight,87.0,14000,Best Supporting Actress
1997,333,War,12,0,The English Patient,27000000,7,Anthony Minghella,White,Na,USA,Straight,87.0,14000,Best Director
1997,333,War,12,0,The English Patient,27000000,7,Juliette Binoche,White,Na,USA,Straight,87.0,14000,Best Supporting Actress
1998,161,Crime,,11000,L.A. Confidential,35000000,8,Kim Basinger,White,Na,USA,Straight,,18000,Best Supporting Actress
1998,161,Crime,,11000,L.A. Confidential,35000000,8,Kim Basinger,White,Na,USA,Straight,,18000,Best Supporting Actress
1998,161,Drama,,11000,L.A. Confidential,35000000,8,Kim Basinger,White,Na,USA,Straight,,18000,Best Supporting Actress
1998,161,Drama,,11000,L.A. Confidential,35000000,8,Kim Basinger,White,Na,USA,Straight,,18000,Best Supporting Actress
1998,161,Mystery,,11000,L.A. Confidential,35000000,8,Kim Basinger,White,Na,USA,Straight,,18000,Best Supporting Actress
1998,161,Mystery,,11000,L.A. Confidential,35000000,8,Kim Basinger,White,Na,USA,Straight,,18000,Best Supporting Actress
1998,161,Thriller,,11000,L.A. Confidential,35000000,8,Kim Basinger,White,Na,USA,Straight,,18000,Best Supporting Actress
1998,161,Thriller,,11000,L.A. Confidential,35000000,8,Kim Basinger,White,Na,USA,Straight,,18000,Best Supporting Actress
2003,2000,Biography,7,21000,The Pianist,35000000,9,Roman Polanski,White,See Note,France,Straight,85.0,396,Best Director
2003,2000,Biography,7,21000,The Pianist,35000000,9,Adrien Brody,White,Jewish,France,Straight,85.0,396,Best Actor
2003,2000,Biography,7,21000,The Pianist,35000000,9,Roman Polanski,White,See Note,France,Straight,85.0,396,Best Director
2003,2000,Biography,7,21000,The Pianist,35000000,9,Adrien Brody,White,Jewish,France,Straight,85.0,396,Best Actor
2003,2000,Drama,7,21000,The Pianist,35000000,9,Roman Polanski,White,See Note,France,Straight,85.0,396,Best Director
2003,2000,Drama,7,21000,The Pianist,35000000,9,Adrien Brody,White,Jewish,France,Straight,85.0,396,Best Actor
2003,2000,Drama,7,21000,The Pianist,35000000,9,Roman Polanski,White,See Note,France,Straight,85.0,396,Best Director
2003,2000,Drama,7,21000,The Pianist,35000000,9,Adrien Brody,White,Jewish,France,Straight,85.0,396,Best Actor
2003,2000,War,7,21000,The Pianist,35000000,9,Roman Polanski,White,See Note,France,Straight,85.0,396,Best Director
2003,2000,War,7,21000,The Pianist,35000000,9,Adrien Brody,White,Jewish,France,Straight,85.0,396,Best Actor
2003,2000,War,7,21000,The Pianist,35000000,9,Roman Polanski,White,See Note,France,Straight,85.0,396,Best Director
2003,2000,War,7,21000,The Pianist,35000000,9,Adrien Brody,White,Jewish,France,Straight,85.0,396,Best Actor
1981,631,Biography,12,0,Reds,35000000,8,Warren Beatty,White,Baptist,USA,Straight,0.0,635,Best Director
1982,631,Biography,12,0,Reds,35000000,8,Maureen Stapleton,White,Roman Catholic,USA,Straight,0.0,635,Best Supporting Actress
1981,631,Biography,12,0,Reds,35000000,8,Warren Beatty,White,Baptist,USA,Straight,0.0,635,Best Director
1982,631,Biography,12,0,Reds,35000000,8,Maureen Stapleton,White,Roman Catholic,USA,Straight,0.0,635,Best Supporting Actress
1981,631,Drama,12,0,Reds,35000000,8,Warren Beatty,White,Baptist,USA,Straight,0.0,635,Best Director
1982,631,Drama,12,0,Reds,35000000,8,Maureen Stapleton,White,Roman Catholic,USA,Straight,0.0,635,Best Supporting Actress
1981,631,Drama,12,0,Reds,35000000,8,Warren Beatty,White,Baptist,USA,Straight,0.0,635,Best Director
1982,631,Drama,12,0,Reds,35000000,8,Maureen Stapleton,White,Roman Catholic,USA,Straight,0.0,635,Best Supporting Actress
1981,631,History,12,0,Reds,35000000,8,Warren Beatty,White,Baptist,USA,Straight,0.0,635,Best Director
1982,631,History,12,0,Reds,35000000,8,Maureen Stapleton,White,Roman Catholic,USA,Straight,0.0,635,Best Supporting Actress
1981,631,History,12,0,Reds,35000000,8,Warren Beatty,White,Baptist,USA,Straight,0.0,635,Best Director
1982,631,History,12,0,Reds,35000000,8,Maureen Stapleton,White,Roman Catholic,USA,Straight,0.0,635,Best Supporting Actress
1981,631,Romance,12,0,Reds,35000000,8,Warren Beatty,White,Baptist,USA,Straight,0.0,635,Best Director
1982,631,Romance,12,0,Reds,35000000,8,Maureen Stapleton,White,Roman Catholic,USA,Straight,0.0,635,Best Supporting Actress
1981,631,Romance,12,0,Reds,35000000,8,Warren Beatty,White,Baptist,USA,Straight,0.0,635,Best Director
1982,631,Romance,12,0,Reds,35000000,8,Maureen Stapleton,White,Roman Catholic,USA,Straight,0.0,635,Best Supporting Actress
2009,335,Drama,5,15000,The Reader,32000000,8,Kate Winslet,White,Na,USA,Straight,58.0,14000,Best Actress
2009,335,Drama,5,15000,The Reader,32000000,8,Kate Winslet,White,Na,USA,Straight,58.0,14000,Best Actress
2009,335,Romance,5,15000,The Reader,32000000,8,Kate Winslet,White,Na,USA,Straight,58.0,14000,Best Actress
2009,335,Romance,5,15000,The Reader,32000000,8,Kate Winslet,White,Na,USA,Straight,58.0,14000,Best Actress
1986,521,Biography,11,0,Out of Africa,31000000,7,Sydney Pollack,White,Jewish,USA,Straight,0.0,11000,Best Director
1986,521,Biography,11,0,Out of Africa,31000000,7,Sydney Pollack,White,Jewish,USA,Straight,0.0,11000,Best Director
1986,521,Drama,11,0,Out of Africa,31000000,7,Sydney Pollack,White,Jewish,USA,Straight,0.0,11000,Best Director
1986,521,Drama,11,0,Out of Africa,31000000,7,Sydney Pollack,White,Jewish,USA,Straight,0.0,11000,Best Director
1986,521,Romance,11,0,Out of Africa,31000000,7,Sydney Pollack,White,Jewish,USA,Straight,0.0,11000,Best Director
1986,521,Romance,11,0,Out of Africa,31000000,7,Sydney Pollack,White,Jewish,USA,Straight,0.0,11000,Best Director
2003,252,Comedy,,0,Chicago,45000000,7,Catherine Zeta-Jones,White,Roman Catholic,USA,Straight,,539,Best Supporting Actress
2003,252,Comedy,,0,Chicago,45000000,7,Catherine Zeta-Jones,White,Roman Catholic,USA,Straight,,539,Best Supporting Actress
2003,252,Crime,,0,Chicago,45000000,7,Catherine Zeta-Jones,White,Roman Catholic,USA,Straight,,539,Best Supporting Actress
2003,252,Crime,,0,Chicago,45000000,7,Catherine Zeta-Jones,White,Roman Catholic,USA,Straight,,539,Best Supporting Actress
2003,252,Musical,,0,Chicago,45000000,7,Catherine Zeta-Jones,White,Roman Catholic,USA,Straight,,539,Best Supporting Actress
2003,252,Musical,,0,Chicago,45000000,7,Catherine Zeta-Jones,White,Roman Catholic,USA,Straight,,539,Best Supporting Actress
2003,16000,Crime,6,12000,Mystic River,25000000,8,Sean Penn,White,Roman Catholic,USA,Straight,84.0,616,Best Actor
2004,16000,Crime,6,12000,Mystic River,25000000,8,Tim Robbins,White,Roman Catholic,USA,Straight,84.0,616,Best Supporting Actor
2003,16000,Crime,6,12000,Mystic River,25000000,8,Sean Penn,White,Roman Catholic,USA,Straight,84.0,616,Best Actor
2004,16000,Crime,6,12000,Mystic River,25000000,8,Tim Robbins,White,Roman Catholic,USA,Straight,84.0,616,Best Supporting Actor
2003,16000,Drama,6,12000,Mystic River,25000000,8,Sean Penn,White,Roman Catholic,USA,Straight,84.0,616,Best Actor
2004,16000,Drama,6,12000,Mystic River,25000000,8,Tim Robbins,White,Roman Catholic,USA,Straight,84.0,616,Best Supporting Actor
2003,16000,Drama,6,12000,Mystic River,25000000,8,Sean Penn,White,Roman Catholic,USA,Straight,84.0,616,Best Actor
2004,16000,Drama,6,12000,Mystic River,25000000,8,Tim Robbins,White,Roman Catholic,USA,Straight,84.0,616,Best Supporting Actor
2003,16000,Mystery,6,12000,Mystic River,25000000,8,Sean Penn,White,Roman Catholic,USA,Straight,84.0,616,Best Actor
2004,16000,Mystery,6,12000,Mystic River,25000000,8,Tim Robbins,White,Roman Catholic,USA,Straight,84.0,616,Best Supporting Actor
2003,16000,Mystery,6,12000,Mystic River,25000000,8,Sean Penn,White,Roman Catholic,USA,Straight,84.0,616,Best Actor
2004,16000,Mystery,6,12000,Mystic River,25000000,8,Tim Robbins,White,Roman Catholic,USA,Straight,84.0,616,Best Supporting Actor
2003,16000,Thriller,6,12000,Mystic River,25000000,8,Sean Penn,White,Roman Catholic,USA,Straight,84.0,616,Best Actor
2004,16000,Thriller,6,12000,Mystic River,25000000,8,Tim Robbins,White,Roman Catholic,USA,Straight,84.0,616,Best Supporting Actor
2003,16000,Thriller,6,12000,Mystic River,25000000,8,Sean Penn,White,Roman Catholic,USA,Straight,84.0,616,Best Actor
2004,16000,Thriller,6,12000,Mystic River,25000000,8,Tim Robbins,White,Roman Catholic,USA,Straight,84.0,616,Best Supporting Actor
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Clint Eastwood,White,Na,USA,Straight,86.0,16000,Best Director
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Morgan Freeman,Black,Na,USA,Straight,86.0,16000,Best Supporting Actor
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Clint Eastwood,White,Na,USA,Straight,86.0,16000,Best Director
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Morgan Freeman,Black,Na,USA,Straight,86.0,16000,Best Supporting Actor
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Drama,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Clint Eastwood,White,Na,USA,Straight,86.0,16000,Best Director
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Morgan Freeman,Black,Na,USA,Straight,86.0,16000,Best Supporting Actor
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Clint Eastwood,White,Na,USA,Straight,86.0,16000,Best Director
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Morgan Freeman,Black,Na,USA,Straight,86.0,16000,Best Supporting Actor
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
2005,16000,Sport,7,14000,Million Dollar Baby,30000000,8,Hilary Swank,White,Na,USA,Straight,86.0,16000,Best Actress
1990,380,Drama,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,Drama,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,Drama,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,Drama,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,History,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,History,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,History,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,History,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,War,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,War,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,War,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
1990,380,War,,0,Glory,18000000,8,Denzel Washington,Black,Protestant,USA,Straight,,18000,Best Supporting Actor
2006,446,Biography,5,11000,Walk the Line,28000000,8,Reese Witherspoon,White,Na,USA,Straight,72.0,523,Best Actress
2006,446,Biography,5,11000,Walk the Line,28000000,8,Reese Witherspoon,White,Na,USA,Straight,72.0,523,Best Actress
2006,446,Drama,5,11000,Walk the Line,28000000,8,Reese Witherspoon,White,Na,USA,Straight,72.0,523,Best Actress
2006,446,Drama,5,11000,Walk the Line,28000000,8,Reese Witherspoon,White,Na,USA,Straight,72.0,523,Best Actress
2006,446,Music,5,11000,Walk the Line,28000000,8,Reese Witherspoon,White,Na,USA,Straight,72.0,523,Best Actress
2006,446,Music,5,11000,Walk the Line,28000000,8,Reese Witherspoon,White,Na,USA,Straight,72.0,523,Best Actress
2006,446,Romance,5,11000,Walk the Line,28000000,8,Reese Witherspoon,White,Na,USA,Straight,72.0,523,Best Actress
2006,446,Romance,5,11000,Walk the Line,28000000,8,Reese Witherspoon,White,Na,USA,Straight,72.0,523,Best Actress
1985,767,Adventure,,845,A Passage to India,16000000,7,Peggy Ashcroft,White,Agnostic,UK,Straight,,358,Best Supporting Actress
1985,767,Adventure,,845,A Passage to India,16000000,7,Peggy Ashcroft,White,Agnostic,UK,Straight,,358,Best Supporting Actress
1985,767,Drama,,845,A Passage to India,16000000,7,Peggy Ashcroft,White,Agnostic,UK,Straight,,358,Best Supporting Actress
1985,767,Drama,,845,A Passage to India,16000000,7,Peggy Ashcroft,White,Agnostic,UK,Straight,,358,Best Supporting Actress
1985,767,History,,845,A Passage to India,16000000,7,Peggy Ashcroft,White,Agnostic,UK,Straight,,358,Best Supporting Actress
1985,767,History,,845,A Passage to India,16000000,7,Peggy Ashcroft,White,Agnostic,UK,Straight,,358,Best Supporting Actress
1999,108,Comedy,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Comedy,13,0,Shakespeare in Love,25000000,7,Judi Dench,White,Quaker,USA,Straight,87.0,1000,Best Supporting Actress
1999,108,Comedy,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Comedy,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Comedy,13,0,Shakespeare in Love,25000000,7,Judi Dench,White,Quaker,USA,Straight,87.0,1000,Best Supporting Actress
1999,108,Comedy,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Drama,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Drama,13,0,Shakespeare in Love,25000000,7,Judi Dench,White,Quaker,USA,Straight,87.0,1000,Best Supporting Actress
1999,108,Drama,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Drama,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Drama,13,0,Shakespeare in Love,25000000,7,Judi Dench,White,Quaker,USA,Straight,87.0,1000,Best Supporting Actress
1999,108,Drama,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Romance,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Romance,13,0,Shakespeare in Love,25000000,7,Judi Dench,White,Quaker,USA,Straight,87.0,1000,Best Supporting Actress
1999,108,Romance,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Romance,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
1999,108,Romance,13,0,Shakespeare in Love,25000000,7,Judi Dench,White,Quaker,USA,Straight,87.0,1000,Best Supporting Actress
1999,108,Romance,13,0,Shakespeare in Love,25000000,7,Gwyneth Paltrow,White,Jewish,USA,Straight,87.0,1000,Best Actress
2006,353,Drama,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Drama,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Drama,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Drama,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Mystery,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Mystery,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Mystery,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Mystery,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Romance,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Romance,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Romance,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Romance,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Thriller,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Thriller,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Thriller,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
2006,353,Thriller,,0,The Constant Gardener,15000000,8,Rachel Weisz,White,Jewish,UK,Straight,,883,Best Supporting Actress
1989,272,Drama,8,12000,Rain Man,25000000,8,Barry Levinson,White,Jewish,USA,Straight,65.0,10000,Best Director
1989,272,Drama,8,12000,Rain Man,25000000,8,Barry Levinson,White,Jewish,USA,Straight,65.0,10000,Best Director
1994,14000,Biography,12,41000,Schindler's List,22000000,9,Steven Spielberg,White,Jewish,USA,Straight,93.0,14000,Best Director
1994,14000,Biography,12,41000,Schindler's List,22000000,9,Steven Spielberg,White,Jewish,USA,Straight,93.0,14000,Best Director
1994,14000,Drama,12,41000,Schindler's List,22000000,9,Steven Spielberg,White,Jewish,USA,Straight,93.0,14000,Best Director
1994,14000,Drama,12,41000,Schindler's List,22000000,9,Steven Spielberg,White,Jewish,USA,Straight,93.0,14000,Best Director
1994,14000,History,12,41000,Schindler's List,22000000,9,Steven Spielberg,White,Jewish,USA,Straight,93.0,14000,Best Director
1994,14000,History,12,41000,Schindler's List,22000000,9,Steven Spielberg,White,Jewish,USA,Straight,93.0,14000,Best Director
2012,150,Drama,,75000,The Help,25000000,8,Octavia Spencer,Black,Na,USA,Na,,15000,Best Supporting Actress
2012,150,Drama,,75000,The Help,25000000,8,Octavia Spencer,Black,Na,USA,Na,,15000,Best Supporting Actress
1988,0,Crime,,0,The Untouchables,25000000,8,Sean Connery,White,Roman Catholic,USA,Straight,,22000,Best Supporting Actor
